1;supply_node;4626;11.700000;546;-1.570000;0
1;supply_node;4583;11.100000;519;-1.570000;0
1;supply_node;4612;14.400000;502;-1.570000;0
1;supply_node;4611;13.000000;472;-1.570000;0
1;supply_node;4599;12.200000;504;-1.570000;0
1;supply_node;4635;13.200000;505;-1.570000;0
1;supply_node;4652;13.100000;511;-1.570000;0
1;supply_node;4601;12.000000;514;-1.570000;0
1;supply_node;4612;12.600000;516;-1.570000;0
1;supply_node;4638;13.500000;511;-1.570000;0
1;supply_node;4582;10.800000;525;-1.570000;0
1;supply_node;4615;12.000000;473;-1.570000;0
1;supply_node;4634;13.800000;516;-1.570000;0
1;supply_node;4603;16.000000;487;-1.570000;0
1;arms_factory;4595;12.000000;505;-1.570000;0
1;arms_factory;4652;13.300000;495;-1.570000;0
1;arms_factory;4597;10.900000;538;-1.570000;0
1;arms_factory;4641;13.000000;526;-1.570000;0
1;arms_factory;4598;12.000000;523;-1.570000;0
1;arms_factory;4598;11.100000;536;-1.570000;0
1;industrial_complex;4644;11.900000;465;-1.570000;0
1;industrial_complex;4650;13.100000;508;-1.570000;0
1;industrial_complex;4618;12.200000;480;-1.570000;0
1;industrial_complex;4610;11.000000;550;-1.570000;0
1;industrial_complex;4648;12.000000;464;-1.570000;0
1;industrial_complex;4623;11.500000;458;-1.570000;0
1;air_base;4612;12.800000;495;-1.570000;0
1;bunker;4631;12.800000;490;-1.570000;0
1;bunker;4655;12.600000;479;-1.570000;0
1;bunker;4655;12.600000;505;-1.570000;0
1;bunker;4594;11.900000;510;-1.570000;0
1;bunker;4651;12.900000;506;-1.570000;0
1;bunker;4617;13.600000;509;-1.570000;0
1;bunker;4628;11.700000;475;-1.570000;0
1;bunker;4592;10.600000;535;-1.570000;0
1;bunker;4636;11.500000;455;-1.570000;0
1;bunker;4627;12.200000;485;-1.570000;0
1;bunker;4648;13.000000;518;-1.570000;0
1;bunker;4642;11.800000;458;-1.570000;0
1;bunker;4593;10.900000;532;-1.570000;0
1;bunker;4639;12.000000;471;-1.570000;0
1;anti_air_building;4593;12.100000;508;-1.570000;0
1;anti_air_building;4602;11.300000;533;-1.570000;0
1;anti_air_building;4632;12.200000;485;-1.570000;0
1;synthetic_refinery;4613;13.000000;492;-1.570000;0
1;nuclear_reactor_spawn;4590;11.700000;511;-1.570000;0
1;rocket_site_spawn;4643;12.500000;529;-1.570000;0
1;radar_station;4609;14.100000;500;-1.570000;0
1;fuel_silo;4614;12.000000;459;-1.570000;0
1;stronghold_network;4624;11.600000;462;-1.570000;0
1;special_project_facility_spawn;4592;12.800000;492;-1.570000;0
1;special_project_facility_spawn;4633;11.900000;538;-1.570000;0
1;special_project_facility_spawn;4639;11.900000;535;-1.570000;0
1;special_project_facility_spawn;4652;12.400000;468;-1.570000;0
1;special_project_facility_spawn;4619;12.600000;486;-1.570000;0
1;special_project_facility_spawn;4591;11.800000;513;-1.570000;0
1;special_project_facility_spawn;4608;13.000000;492;-1.570000;0
1;special_project_facility_spawn;4601;12.100000;518;-1.570000;0
1;special_project_facility_spawn;4633;14.200000;522;-1.570000;0
1;special_project_facility_spawn;4615;12.000000;455;-1.570000;0
1;special_project_facility_spawn;4648;13.000000;518;-1.570000;0
1;special_project_facility_spawn;4628;11.800000;478;-1.570000;0
1;special_project_facility_spawn;4655;12.700000;517;-1.570000;0
1;special_project_facility_spawn;4628;13.000000;512;-1.570000;0
2;supply_node;5061;9.600000;859;-1.570000;0
2;supply_node;5059;9.600000;868;-1.570000;0
2;supply_node;5061;9.600000;862;-1.570000;0
2;arms_factory;5071;9.700000;862;-1.570000;0
2;arms_factory;5091;9.900000;849;-1.570000;0
