0;0;0;0;land;false;unknown;0
1;154;112;1;land;false;mountain;1
2;159;56;1;land;false;hills;1
3;172;66;1;land;false;hills;1
4;169;111;1;land;false;hills;1
5;126;53;1;land;false;hills;1
6;153;100;1;land;false;mountain;1
7;167;96;1;land;false;mountain;1
8;149;74;1;land;false;mountain;1
9;143;82;1;land;false;mountain;1
10;151;98;1;land;false;hills;1
11;149;61;1;land;false;mountain;1
12;184;101;1;land;false;mountain;1
13;174;59;1;land;false;mountain;1
14;134;64;1;land;false;hills;1
15;157;47;1;land;true;forest;1
16;192;76;1;land;true;forest;1
17;199;112;1;land;true;forest;1
18;231;135;1;land;false;plains;1
19;219;92;1;land;false;plains;1
20;234;128;1;land;true;plains;1
21;246;98;1;land;false;plains;1
22;217;78;1;land;false;plains;1
23;248;110;1;land;true;plains;1
24;253;117;1;land;true;plains;1
25;224;135;1;land;true;plains;1
26;229;74;1;land;false;plains;1
27;248;115;1;land;false;plains;1
28;227;113;1;land;false;plains;1
29;204;143;1;land;false;plains;1
30;224;126;1;land;false;plains;1
31;240;117;1;land;false;plains;1
32;126;241;1;land;true;plains;1
33;52;246;1;land;false;forest;1
34;102;226;1;land;false;hills;1
35;126;222;1;land;true;plains;1
36;86;205;1;land;false;forest;1
37;120;196;1;land;false;hills;1
38;77;224;1;land;false;forest;1
39;52;252;1;land;false;mountain;1
40;95;207;1;land;false;forest;1
41;126;215;1;land;false;hills;1
42;53;214;1;land;false;plains;1
43;62;202;1;land;false;hills;1
44;80;220;1;land;false;mountain;1
45;117;243;1;land;false;hills;1
46;88;225;1;land;false;forest;1
47;88;243;1;land;false;plains;1
48;52;223;1;land;false;forest;1
49;64;248;1;land;false;plains;1
50;96;222;1;land;false;hills;1
51;106;221;1;land;false;forest;1
52;75;213;1;land;false;hills;1
53;59;203;1;land;false;hills;1
54;72;250;1;land;false;hills;1
55;63;243;1;land;false;forest;1
56;61;251;1;land;true;plains;1
57;64;222;1;land;false;mountain;1
58;107;219;1;land;false;hills;1
59;97;218;1;land;false;hills;1
60;65;253;1;land;false;forest;1
61;117;214;1;land;false;mountain;1
62;82;222;1;land;false;mountain;1
63;118;201;1;land;false;forest;1
64;126;224;1;land;true;plains;1
65;153;218;1;land;true;plains;1
66;111;251;1;land;false;plains;1
67;179;222;1;land;false;forest;1
68;104;245;1;land;false;plains;1
69;132;246;1;land;false;hills;1
70;167;250;1;land;false;forest;1
71;100;220;1;land;false;plains;1
72;116;236;1;land;false;plains;1
73;175;239;1;land;false;plains;1
74;119;239;1;land;false;forest;1
75;139;252;1;land;false;forest;1
76;116;221;1;land;false;forest;1
77;110;212;1;land;false;plains;1
78;147;226;1;land;false;hills;1
79;119;235;1;land;false;hills;1
80;108;222;1;land;false;hills;1
81;148;215;1;land;false;forest;1
82;168;224;1;land;false;forest;1
83;104;244;1;land;false;plains;1
84;150;230;1;land;false;plains;1
85;154;225;1;land;false;plains;1
86;115;221;1;land;false;plains;1
87;130;223;1;land;false;forest;1
88;105;237;1;land;false;plains;1
89;135;241;1;land;false;forest;1
90;123;218;1;land;false;forest;1
91;121;246;1;land;false;forest;1
92;48;166;1;land;false;plains;1
93;83;126;1;land;true;plains;1
94;69;144;1;land;false;plains;1
95;54;104;1;land;false;plains;1
96;78;145;1;land;false;plains;1
97;71;150;1;land;false;plains;1
98;69;153;1;land;false;plains;1
99;60;160;1;land;true;plains;1
100;89;103;1;land;false;plains;1
101;37;141;1;land;false;plains;1
102;36;163;1;land;false;plains;1
103;70;123;1;land;false;plains;1
104;87;117;1;land;false;plains;1
105;61;165;1;land;false;plains;1
106;110;131;1;land;false;plains;1
107;50;120;1;land;false;hills;1
108;55;148;1;land;false;plains;1
109;65;157;1;land;false;plains;1
110;40;170;1;land;false;plains;1
111;85;126;1;land;false;plains;1
112;39;147;1;land;false;hills;1
113;122;185;1;land;false;forest;1
114;121;173;1;land;false;hills;1
115;72;191;1;land;false;hills;1
116;77;151;1;land;false;plains;1
117;103;165;1;land;false;forest;1
118;73;151;1;land;false;forest;1
119;92;193;1;land;false;forest;1
120;138;187;1;land;false;forest;1
121;73;146;1;land;false;hills;1
122;151;154;1;land;false;forest;1
123;115;163;1;land;false;hills;1
124;79;196;1;land;false;hills;1
125;112;163;1;land;false;forest;1
126;133;183;1;land;false;hills;1
127;88;185;1;land;false;forest;1
128;118;184;1;land;false;forest;1
129;109;134;1;land;false;forest;1
130;91;194;1;land;false;hills;1
131;111;162;1;land;false;forest;1
132;112;195;1;land;false;forest;1
133;124;164;1;land;false;forest;1
134;143;170;1;land;false;hills;1
135;102;180;1;land;false;forest;1
136;141;170;1;land;false;forest;1
137;118;157;1;land;false;plains;1
138;219;154;1;land;true;forest;1
139;226;145;1;land;false;plains;1
140;241;96;1;land;false;forest;1
141;217;110;1;land;false;plains;1
142;237;82;1;land;false;forest;1
143;208;113;1;land;true;forest;1
144;234;106;1;land;false;plains;1
145;227;134;1;land;false;plains;1
146;244;104;1;land;false;plains;1
147;214;131;1;land;false;plains;1
148;234;149;1;land;true;forest;1
149;216;145;1;land;true;plains;1
150;21;107;1;land;false;hills;1
151;66;136;1;land;false;hills;1
152;13;94;1;land;false;mountain;1
153;62;131;1;land;false;mountain;1
154;68;145;1;land;false;hills;1
155;37;162;1;land;false;mountain;1
156;48;131;1;land;false;hills;1
157;66;105;1;land;false;forest;1
158;6;155;1;land;false;hills;1
159;57;108;1;land;false;mountain;1
160;58;110;1;land;false;plains;1
161;68;92;1;land;false;hills;1
162;7;149;1;land;false;plains;1
163;7;147;1;land;false;hills;1
164;33;105;1;land;false;mountain;1
165;24;125;1;land;false;hills;1
166;23;107;1;land;false;hills;1
167;31;160;1;land;false;hills;1
168;7;119;1;land;false;hills;1
169;43;112;1;land;false;hills;1
170;59;100;1;land;false;mountain;1
171;58;100;1;land;false;hills;1
172;68;115;1;land;false;mountain;1
173;29;151;1;land;false;hills;1
174;67;161;1;land;false;mountain;1
175;47;163;1;land;false;hills;1
176;42;160;1;land;false;forest;1
177;180;126;1;land;true;forest;1
178;168;115;1;land;true;forest;1
179;176;111;1;land;true;forest;1
180;133;58;1;land;false;forest;1
181;46;123;1;land;false;forest;1
182;91;161;1;land;false;forest;1
183;117;121;1;land;false;hills;1
184;95;146;1;land;true;forest;1
185;107;154;1;land;false;mountain;1
186;77;177;1;land;false;forest;1
187;70;105;1;land;false;plains;1
188;82;152;1;land;false;forest;1
189;85;112;1;land;false;hills;1
190;75;104;1;land;false;forest;1
191;65;134;1;land;false;forest;1
192;64;141;1;land;false;plains;1
193;85;180;1;land;false;forest;1
194;54;132;1;land;false;plains;1
195;62;113;1;land;false;forest;1
196;67;141;1;land;false;mountain;1
197;97;165;1;land;false;forest;1
198;41;150;1;land;false;forest;1
199;51;118;1;land;false;plains;1
200;91;179;1;land;false;hills;1
201;213;212;1;land;false;plains;1
202;254;227;1;land;false;plains;1
203;218;170;1;land;true;forest;1
204;204;228;1;land;false;forest;1
205;248;238;1;land;true;forest;1
206;227;214;1;land;false;plains;1
207;205;240;1;land;true;forest;1
208;246;196;1;land;false;forest;1
209;212;168;1;land;false;plains;1
210;234;191;1;land;true;plains;1
211;232;181;1;land;false;forest;1
212;197;226;1;land;true;plains;1
213;228;174;1;land;false;forest;1
214;246;217;1;land;false;plains;1
215;245;185;1;land;false;forest;1
216;214;236;1;land;false;plains;1
217;253;194;1;land;false;plains;1
218;208;185;1;land;false;forest;1
219;203;227;1;land;false;plains;1
220;72;95;1;land;false;hills;1
221;118;48;1;land;false;mountain;1
222;79;46;1;land;false;hills;1
223;88;75;1;land;false;hills;1
224;116;109;1;land;false;hills;1
225;110;41;1;land;false;mountain;1
226;117;58;1;land;false;mountain;1
227;83;39;1;land;false;hills;1
228;120;77;1;land;false;hills;1
229;37;198;1;land;true;forest;1
230;26;253;1;land;false;forest;1
231;45;225;1;land;true;forest;1
232;71;184;1;land;true;forest;1
