1;4746;9.900000;446;small
2;5083;9.900000;854;small
3;4094;9.900000;529;small
4;4462;9.900000;724;small
5;4305;9.900000;337;small
6;5316;9.900000;453;small
7;4223;9.900000;179;small
8;4988;9.900000;495;small
9;5485;9.900000;424;small
10;5360;9.900000;773;small
11;4190;9.900000;363;small
12;4374;9.900000;212;small
13;5417;9.900000;662;small
14;4184;9.900000;118;small
15;4784;9.900000;602;small
16;4651;9.900000;779;small
17;3833;9.900000;477;small
18;4148;9.900000;661;small
19;4269;9.900000;317;small
20;4544;9.900000;601;small
21;4083;9.900000;784;small
22;5254;9.900000;680;small
23;4778;9.900000;761;small
24;4646;9.900000;669;small
25;5103;9.900000;376;small
26;4174;9.900000;598;small
27;3991;9.900000;501;small
28;5405;9.900000;843;small
29;4955;9.900000;451;small
30;5187;9.900000;828;small
31;4262;9.900000;197;small
32;4135;9.900000;593;small
33;5261;9.900000;609;small
34;4907;9.900000;201;small
35;5366;9.900000;462;small
36;4337;9.900000;62;small
37;5087;9.900000;774;small
38;3705;9.900000;365;small
39;3650;9.900000;471;small
40;5446;9.900000;391;small
41;4396;9.900000;510;small
42;5013;9.900000;700;small
43;4422;9.900000;148;small
44;2892;9.900000;65;small
45;3063;9.900000;117;small
46;1823;9.900000;159;small
47;3766;9.900000;157;small
48;647;9.900000;156;small
49;3099;9.900000;153;small
50;723;9.900000;199;small
51;2080;9.900000;225;small
52;2303;9.900000;491;small
53;2648;9.900000;386;small
54;2075;9.900000;389;small
55;2076;9.900000;382;small
56;2435;9.900000;325;small
57;2376;9.900000;533;small
58;2250;9.900000;318;small
59;1040;9.900000;295;small
60;1175;9.900000;948;small
61;761;9.900000;1000;small
62;556;9.900000;483;small
63;1338;9.900000;357;small
64;1375;9.900000;1185;small
65;195;9.900000;588;small
66;1971;9.900000;845;small
67;1564;9.900000;803;small
68;812;9.900000;959;small
69;1314;9.900000;656;small
70;925;9.900000;1396;small
71;591;9.900000;647;small
72;358;9.900000;873;small
73;1251;9.900000;770;small
74;1532;9.900000;1036;small
75;1166;9.900000;1352;small
76;1500;9.900000;1461;small
77;800;9.900000;1516;small
78;1708;9.900000;1094;small
79;667;9.900000;739;small
80;955;9.900000;1480;small
81;1802;9.900000;764;small
82;1021;9.900000;714;small
83;1640;9.900000;909;small
84;1388;9.900000;445;small
85;529;9.900000;777;small
86;1122;9.900000;1064;small
87;1353;9.900000;686;small
88;1875;9.900000;965;small
89;1352;9.900000;1137;small
90;1806;9.900000;942;small
91;1804;9.900000;1169;small
92;1211;9.900000;1473;small
93;1281;9.900000;911;small
94;2112;9.900000;958;small
95;1452;9.900000;602;small
96;1697;9.900000;1322;small
97;1438;9.900000;910;small
98;875;9.900000;1109;small
99;1232;9.900000;1026;small
100;206;9.900000;777;small
101;1890;9.900000;1108;small
102;944;9.900000;720;small
103;123;9.900000;395;small
104;3195;9.900000;505;small
105;3126;9.900000;581;small
106;2464;9.900000;628;small
107;3146;9.900000;1587;small
108;1863;9.900000;1478;small
109;2779;9.900000;1779;small
110;4034;9.900000;1713;small
111;3046;9.900000;1007;small
112;2655;9.900000;1330;small
113;4886;9.900000;1452;small
114;3838;9.900000;1153;small
115;3581;9.900000;1784;small
116;3452;9.900000;1332;small
117;4471;9.900000;1626;small
118;3275;9.900000;985;small
119;2265;9.900000;1837;small
120;3233;9.900000;1756;small
121;1817;9.900000;1635;small
122;3566;9.900000;952;small
123;4115;9.900000;1030;small
124;2496;9.900000;1794;small
125;4245;9.900000;1973;small
126;4525;9.900000;1258;small
127;2135;9.900000;1569;small
128;3262;9.900000;1324;small
129;2132;9.900000;1328;small
130;2445;9.900000;1208;small
131;2007;9.900000;1831;small
132;1668;9.900000;1795;small
133;3299;9.900000;1560;small
134;2665;9.900000;1112;small
135;2951;9.900000;1371;small
136;4484;9.900000;1749;small
137;1472;9.900000;1882;small
138;2884;9.900000;1696;small
139;3888;9.900000;1819;small
140;3370;9.900000;1759;small
141;3674;9.900000;1238;small
142;2729;9.900000;1597;small
143;2787;9.900000;1378;small
144;3824;9.900000;1008;small
145;2302;9.900000;1556;small
146;4325;9.900000;1270;small
147;4473;9.900000;1488;small
148;2867;9.900000;1567;small
149;4921;9.900000;1263;small
150;3406;9.900000;1545;small
151;4302;9.900000;1365;small
152;4669;9.900000;1409;small
153;3078;9.900000;1298;small
154;3772;9.900000;1901;small
155;4180;9.900000;1334;small
156;1761;9.900000;1541;small
157;4832;9.900000;1541;small
158;2497;9.900000;1014;small
159;3225;9.900000;1605;small
160;2805;9.900000;1265;small
161;2483;9.900000;1207;small
162;2823;9.900000;1094;small
163;3990;9.900000;1869;small
164;3767;9.900000;1048;small
165;2311;9.900000;1260;small
166;2159;9.900000;1398;small
167;3301;9.900000;1644;small
168;4650;9.900000;1314;small
169;3016;9.900000;973;small
170;3484;9.900000;968;small
171;3681;9.900000;1352;small
172;2055;9.900000;1383;small
173;3935;9.900000;1107;small
174;3360;9.900000;1577;small
175;4444;9.900000;1731;small
176;2469;9.900000;1559;small
177;3598;9.900000;1122;small
178;2643;9.900000;2031;small
179;3053;9.900000;1434;small
180;2951;9.900000;1549;small
181;2892;9.900000;1330;small
182;2615;9.900000;1838;small
183;4935;9.900000;912;small
184;2242;9.900000;994;small
185;4603;9.900000;1108;small
186;95;9.900000;1059;small
187;4778;9.900000;1087;small
188;166;9.900000;1087;small
189;127;9.900000;1131;small
190;5439;9.900000;1205;small
191;5489;9.900000;1265;small
192;279;9.900000;1591;small
193;113;9.900000;1473;small
194;488;9.900000;1727;small
195;57;9.900000;1555;small
196;285;9.900000;1358;small
197;181;9.900000;1550;small
198;440;9.900000;1600;small
199;523;9.900000;1693;small
200;659;9.900000;1395;small
201;451;9.900000;1468;small
202;3975;9.900000;1483;small
203;492;9.900000;1474;small
204;1534;9.900000;1603;small
205;1638;9.900000;1608;small
206;5374;9.900000;1530;small
207;5342;9.900000;1609;small
208;756;9.900000;1697;small
209;5279;9.900000;1718;small
210;1504;9.900000;1725;small
211;746;9.900000;1738;small
212;1087;9.900000;1816;small
213;5091;9.900000;1790;small
214;984;9.900000;1847;small
215;1038;9.900000;1849;small
216;136;9.900000;1868;small
217;161;9.900000;1870;small
218;4297;9.900000;1929;small
219;4363;9.900000;1971;small
220;4401;9.900000;2001;small
221;4432;9.900000;2028;small
222;2711;9.900000;741;small
223;5277;9.900000;323;small
224;366;9.900000;1179;small
225;495;9.900000;430;small
226;3194;9.900000;596;small
227;1647;9.900000;226;small
228;1514;9.900000;185;small
229;4835;9.900000;751;small
230;1046;9.900000;1549;small
231;5115;9.900000;1685;small
232;3688;9.900000;1724;small
233;5290;9.900000;1697;small
234;2226;9.900000;923;small
235;4025;9.900000;803;small
236;3131;9.900000;281;small
237;833;9.900000;1924;small
238;1618;9.900000;1819;small
239;2634;9.900000;649;small
240;4540;9.900000;146;small
241;481;9.900000;1207;small
242;5322;9.900000;1116;small
243;3410;9.900000;289;small
244;5016;9.900000;1937;small
245;1142;9.900000;1997;small
246;325;9.900000;1028;small
247;4906;9.900000;1117;small
248;1328;9.900000;270;small
249;2068;9.900000;754;small
250;4136;9.900000;1379;small
251;1190;9.900000;1092;small
252;4263;9.900000;1810;small
253;2679;9.900000;238;small
254;946;9.900000;627;small
